16064;Unstrut-Hainich-Kreis;104947;104245;103922;105273;103948
16065;Kyffhäuserkreis;78618;77656;77148;77110;76685
16066;Schmalkalden-Meiningen;126208;125574;125056;124623;123506
16067;Gotha;135376;135155;135381;136831;135430
16068;Sömmerda;71005;70833;70537;70600;70118
16069;Hildburghausen;65540;65032;64673;64524;64330
16070;Ilm-Kreis;109531;108958;108899;109620;109167
16071;Weimarer Land;82016;81704;81641;82127;82316
16072;Sonneberg;57802;57252;56809;56818;56507
16073;Saalfeld-Rudolstadt;111463;110307;109646;109278;108315
16074;Saale-Holzland-Kreis;84282;84001;83966;86184;84525
16075;Saale-Orla-Kreis;84435;83654;82887;82951;82362
16076;Greiz;103297;102167;101382;101114;99717
16077;Altenburger Land;94749;93605;92705;92344;91607
